postID	post date	post caption 
B9DnZEJFgYb	2020-02-27 04:13:13	#CoVid_19 #CoronaVirus #Corona
B8hMq4wHIfw		
B8jO47LJZ9E		
B8aPlijJ6uF		
B8vTAQRlWyo	2020-02-19 06:50:15	AiNt dat da truth.. #RealTalk #$tayiN$chooL ... . . .  #possum #opossum #possums #opossums #possummemes #opossummemes #possumlove #babypossum #babypossums #opossumsofinstagram #babyopossums #awesomeopossum #wholesome #cute #possumlove #opossumlove #exoticpets #marsupials
B79GETtBJe1	2020-01-30 18:55:21	   
B86p5pAgWqQ	2020-02-23 16:41:59	Swipe >> >> >>  .  . . . . #instagram #instagood #instaquotesdaily #instaquotes #inspiration #covid19 #inspirationalquotes #corona #wordsthathrill #thelastp0st #proverb #coronavirus  #proverbs
B87ytvQh-4I	2020-02-24 03:18:14	Tag a bro who needs a good Nerf whoopin 
B86j2mZBDWC	2020-02-23 15:49:08	Repost @mack_in_the_middle check her page for young hype inspiration[?]
B8V6rpjgsKP		
B89h3U3BM_M	2020-02-24 19:29:45	No one compares to Nimic Revenue  show #minneapolis some love!
B9ArIDhhgYv	2020-02-26 00:48:08	Shop our grailed! ROGR_Resell
B8-IDIth_u4	2020-02-25 01:03:08	@djamesandrew
B9CMGYqF4eW		
B8u-Uhcho5W	2020-02-19 03:49:31	Coach and Bape Collab, stay tuned for more pics
B8v-LcWBvd9	2020-02-19 13:07:31	Repost @smallpreme
B8vCFU3BL3f	2020-02-19 04:22:24	@219kicks
B8zu-KNB_4Y	2020-02-21 00:11:36	Drip drip @ceciliabeaugier
B84kl-HBwzV	2020-02-22 21:17:07	Always be looking forward repost @mark_born follow him for dope fits
B8_oxWwHniY		
B89swqzHqfA	2020-02-24 21:05:00	24/02/2020 Oportunidad excelente para fomentar inversion en #mercadodevalores . Programa Radio Asesores conducido por Julio Brache. Neon 89.3. Teleradio America.  Programa completo en canal de facebook de Radio Asesores y/o canal de youtube de InvertixRD  #bolsadevalores  #negocios  #inversiones #dinero #noticiasrd  #tranoticias  #news #mercadodevalores #republicadominicana #dominicanrepublic #puntacana #Santiagord  #SantoDomingo  #rdlotienetodo  #felizjueves #educacionfinanciera #tvrd #noticias #noticiassin #cnnenespanol #foxnews #cnn #wallstreet #miami #newyork #elearning #tv #radio. #coronavirus #coronavirusrd
B83iCONIh-E	2020-02-22 11:35:31	Koronavirus #anapa #vykhodnyevanape #coronavirus #koronavirus #khorosheenastroenie #napozitive #krasnodar  #novorossiisk #moskva
B8RvFDCHuaJ		
B822BmpFimL		
B8CPIheIQdg	2020-02-01 18:50:37	Le persone che approfittano di questa situazione per insultare e giustificare il razzismo, non dovrebbero piu uscire di casa per evitare di contagiare altri idioti. #notoracism #forzawuhan #noidiot #noignorance #coronavirus #covid19
B8cTIeqHeWQ		
B8cTj1cnL2A		
B8cToNUH5Yx		
B8cTwZ6nSF0		
B8cT-AUn8Cv		
B8cWFdnn12o		
B8cV5kvHR2S		
B8cWsaOnrLR		
B8cWzh1nRwG		
B8fXBZEngiE		
B8lYnskhtIZ		
B7Flu6Chr-5		
B81lGdzgwFg		
B88-i_wFNB9	2020-02-24 14:20:52	RESISTE BOLOGNA  Screenprint, monochrome, limited to 250 pcs Signed on the front, embossing right corner. Size. 50x70cm Paper. 300gsm, satin Available at the ASTERONYME Gallery (Brick Lane . London), and on the online shop www.asteronyme.co.uk
B8CGQ24py1E		
B84UcM3A-6s	2020-02-22 18:55:59	If you have a dog you know lol
B9FyQrHh5AB		
B9DTImIB6RK		
B8twaE7pj6t		
B9IGuj8JLeY	2020-02-28 22:10:39	Sometimes, inspiration is just around the corner. Shred on @kayhan.64 You rock!!! #guitarhero #badass #subway #busking #busker #solo #shredding #greatness #inspiration #rockstar #nycmusicians #humansofnewyork #humansofny #mony #guitarporn #guitarsofinstagram #guitarsarebetter #musiciansshowcase #guitar #guitarra #talented #guitarstagram #guitarspotter #humansofnewyork #healthcareworkers #doctorsofinstagram #motivation #quarantunes #covid_19 #coronavirus #guitarshred
B87a9fCJozd		
B8Un86pnMbN	2020-02-08 22:13:48	Apaixonada  pela vida! [?][?] .  71864851971  #oscar2020 #festa  #luademel #mulhereslindas #bolsasl #verao2020  #moda #bride #look #groom #hairstyle  #tendencias #fashion #love #amor #trip  #destino #viagem #destino #coronavirus
B8K13OXpx1t		
B7Y-6yiBEsZ		
B7Y_DX_hHWj		
B7Y--oEBx1O		
B8jQWPPhZdv		
B81tQ5TB5t5		
B8B01U0h2Ov	2020-02-01 15:06:52	fart loose  #fredpiggles #meme #memes #dankmemes #dankmemesdaily #memesdaily #dailymemes #funnymemes #funnyvideos #footloose #fat #tiktok #father #icecream #coronavirus #history #asmr #f4f #singing #musician #deutschland #bowling #fortnite #hairstyles #hairstylist #makeuptutorial #makeup #tiktokmemes #germany #tiktoks
B7UKDlQH7aV		
B9CDrv-gDpZ		
B9FgYK1jR9U	2020-02-27 21:50:49	Ghetto News Reporter  TikTok Video  #aoprods #BlkDragonz #FunnyVideos #trendingnow #tiktokvids #Country #wtf #toofunny #life #FeelingGood #TikTok #coronavirus #quarantine #StaySafe
B7nNYhPnTO8		
B767t3RHCPe		
B8QsUUdHehh		
B8XwGGQnCsr		
B8XuvxinZ6z		
B8NC-ZIntsZ	2020-02-05 23:36:17	F-ck #coronavirus
B7ytB0KHfMg	2020-01-26 18:04:11	F-ck #coronavirus
B86JdPUpjUa		
B88zzxRHGbw		
B8_8rwwInJS	2020-02-25 18:02:19	"Fighting #CoronaVirus my way! During #MFW in a #Restaurant (yes, they are not closed!) . ""Let's be smart and eradicate the virus quickly and smart enough not to loose out temper and sense of reason"" Cit @Larusmiani . . . . . . . . . . #[?]#[?]#[?]#[?]#[?]#[?]#[?]#[?]#[?]#[?]#[?]#[?]#[?] #ByzantineDandy, #coronavirus #Maddaconsiglia,#forzamilano, #nofear,#covid19,#nopanic,#TheShowMustGoOn,#quarantena,#quarantine,#quarantined,#Charcoalgrill,Italianstyle, #MilanFashionWeek,italiansDoEatBetter, #meatporn, #Milano, #Milan, Italianman, #steak, #instameat, grill, #portrait,,#fashionista ,#, MenwithClass,MenwithStyle, #Gessato, #Pinstriped, mensuits, pitti,pittiuomo, sartorial,gentlemen,dandystyle,#Dandy,menswearstyle,#VitaleBarberisCanonico,#menswearguide,dapperlydone,dappermen,pinstripe,bluesuit,pinstripedsuit,#milanononsiferma #[?]#[?]#[?]#[?]#[?]#[?]#[?]#[?]#[?]#[?]#[?]#[?]#[?]"
B8dSdi_ngVA	2020-02-12 06:59:11	Liubliu mantii, liubliu chiornyi tsvet! Liubliu Krasnodar i @red_outlet ! Vot takaia budnichnaia poeziia!  #timhanmann #sunset #russia #losangeles #burningman #mountain #technomusic #housemusic #dubtechno #etchnicmusic #mantra #gazgolder #berlin #barcelona #anapa #kustogrill #krasnodar #kindisch #switzerland #saintpetersburg #moscow #beatport #lasvegas #crimea #chicago #california #oldschooltattoo #desertheartsfestival
B8y_pRdhOgW	2020-02-20 17:18:03	"someone beyond their limits and yours."" ""It is hard to compete withunconditional love.""   #pet #cat #love #unconditional #instagram #picture #thursday #nofilterneeded #wildlifephotography #portraitphotography #picarts #naturephotography #world #editing#india #lightroom#ipl#happyholi#lockdown #stayhome #coronavirus"
B8tqrvFh_31	2020-02-18 15:38:41	E extremamente recomendado que voce fique em casa por conta do novo #coronavirus. Pensando em vc e na sua saude a Veio da terra esta com o delivery a sua disposicao!  Peca alimentos saudaveis e organicos valorize sua vida!  Faca ja seu pedido!!! Telefone: 11 2533-3133 Whats: 11 95923 9986  #MAISSAUDEmenospreco #organicosdelivery  #MAISSAUDEmenospreco #organicosdelivery
B8JsXrAhsvx		
B8PZe8mhMdQ	2020-02-06 21:31:11	dr zmstn grmm z grmy tw / dr bhrn shdm z awy tw / fSl grm grmysh z qlb mn / dr khzn brgm w my myrm bh pysh py tw / khsh fSl pnjmy dr rh bwd / khsh nmsh fSl wSl mh bwd / khsh brg brg drkhtn khzn /  brg ryzn zrd w srkh w nGmh khwn / my srwdnd yn nw b bkht tw  #crona #krona #kobe #margarita #myworld #meyou #top #world #iran #tabriz #tbz #hotelpars #loveyou #photography #photo #pic #king #kingdom #instagram #me #justdoit #nevergiveup #likesforlike #thankyou#corona #coronavirus #stayhome #stay #picoftheday #pic #asia
B9GnCRaB_kp	2020-02-28 08:07:50	hrgz z chyzy khh wq` mykhwy dst nkhsh Sbr khrdn skhth , mHsrt khwrdn khyly skht trh  PHOTO BY : @grace.graphy . . . #tabriz #tbz #grace #azarbayjan #azarbaycan #parvinetesami #park #taekwondo #fun #instagramers #food #smile #pretty #followme #nature #lol #dog #hair #onedirection #sunset #swag #throwbackthursday #instagood #beach #coronavirus #tkdlife #photography #photo #epic #picoftheday
B6yI9etliDs	2020-01-01 16:17:26	- [x] BLITZ INCARCERATED SCARFACE (FREESTYLE)  (edit by @smokesignskz_ent) @ghfamily6 @raekwon  #mc #weedporn  #weed # #follow #followforfollowback #hiphopvideo #hiphopfreestyle #drip  #wutang #instagram #bustarhymes #instamusic #fall #torylanez #musicvideo #hiphopchallenge #challengeaccepted #trippieredd #artist #tbt #music#worldstar #freestyle #producer #talent #torontomusic #torontohiphop #production
B87dT05FXho	2020-02-24 00:11:12	Here's a cool #interview I did whilst down with the flu & with a fever of 102deg! Thanks for having me @comicultureradio! link in our stories & in bio of their homepage... #comiculture #showbiz #voiceacting #tv #film #theatre #katemillernyla #animation #vo #radioshow #podcast
B7WqnhqDFz8		
B891KMrg_aH	2020-02-24 22:18:05	#corona #coronavirus #covid #covid_19 #komik #karikatur #karikatur #cartoon #art #humor #humour #comics #karikaturhane #karikaturist #karikaturyeni #karikatura #komikkarikatur #cartoon #comic #comicbook #comicbooks #comicstrips #comicsketch #izmir #karikaturler #karikaturler #komikkarikaturler #turkiyemizah #karikaturhane #drawing #cartooncomics #comicphoto
B9IHDtxHVyl	2020-02-28 22:06:53	"""I love everything. Fire's spreading all around my room My world's so bright It's hard to breathe But that's alright (Hush)"" sub urban - cradles"
B623IAzH75h	2020-01-03 12:17:47	The struggle of the Jungle  . I also colored the background but it turned out like shit but thankfully I took a picture at this stage and this I do really like.I love how dirty and harsh it looks.He's been going through this Jungle for a while now . Hope you enjoy this artwork too!  . . . #art #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #anime #pen #pencil #manga #artsy #instaart #beautiful #instagood #gallery #comicbook #fanart #masterpiece #creative #photooftheday #instaartist #graphic #graphics #artoftheday #ink
B674sbdnqR-		
B7Lab6JHb7W	2020-01-11 11:51:09	Chained red Queen  . I have been doing a lot of ballpoint pen artworks lately.Its a cool way to make art.I like it hah.Another one is coming up tomorrow. And a lot of good as pictures are gonna start poping up on this profile because I had my first photoshoot yesterday.It was really fun. Keep an eye out for that [?] . #art #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #anime #pen #pencil #manga #artsy #instaart #beautiful #instagood #gallery #comicbook #fanart #masterpiece #creative #photooftheday #instaartist #graphic #graphics #artoftheday #ink
B7N5_3nnWCX		
B7dUSDTHjBK	2020-01-18 10:43:42	Levi the one man Army  . . . #art #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #anime #pen #pencil #manga #artsy #instaart #beautiful #instagood #gallery #comicbook #fanart #masterpiece #creative #photooftheday #instaartist #graphic #graphics #artoftheday #ink
B7dwOX7nkBf	2020-01-18 14:47:52	Manga vs Art [?] . . . #art #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #anime #pen #pencil #manga #artsy #instaart #beautiful #instagood #gallery #comicbook #fanart #masterpiece #creative #photooftheday #instaartist #graphic #graphics #artoftheday #ink
B7f938RHXyL		
B7iZOumHPlB	2020-01-20 10:03:08	Tired of Life  . First picture of the photoshoot I'm posting, expect a lot more in the near future ....sorry if it's spam haha . . . . #art #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #anime #pen #pencil #manga #artsy #instaart #beautiful #instagood #gallery #comicbook #fanart #masterpiece #creative #photooftheday #instaartist #graphic #graphics #artoftheday #ink
B7iZgX1nBRK	2020-01-20 10:05:33	Heartbroken Rem  . . . . #art #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #anime #pen #pencil #manga #artsy #instaart #beautiful #instagood #gallery #comicbook #fanart #masterpiece #creative #photooftheday #instaartist #graphic #graphics #artoftheday #ink
B7iZ8TvHGb9	2020-01-20 10:09:22	The Locked door of the Past [?] . . . . #art #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #anime #pen #pencil #manga #artsy #instaart #beautiful #instagood #gallery #comicbook #fanart #masterpiece #creative #photooftheday #instaartist #graphic #graphics #artoftheday #ink
B7lFEKBnLnX	2020-01-21 11:04:39	Bunny girl  . . . #art #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #anime #pen #pencil #manga #artsy #instaart #beautiful #instagood #gallery #comicbook #fanart #masterpiece #creative #photooftheday #instaartist #graphic #graphics #artoftheday #ink
B7nkE7snSqO		
B7nknAFnWVD		
B7qcFiZnDxb	2020-01-23 13:02:01	Breaking bad van [?][?] . . . #art #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #anime #pen #pencil #manga #artsy #instaart #beautiful #instagood #gallery #comicbook #fanart #masterpiece #creative #photooftheday #instaartist #graphic #graphics #artoftheday #ink
B7vac-mnoDk	2020-01-25 11:23:57	Bee love  . I faced my fears and drew bees.I always hated them and wanted to change that.After doing this I.....am still scared shitless of them. Sad life. . . . #art #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #anime #pen #pencil #manga #artsy #instaart #beautiful #instagood #gallery #comicbook #fanart #masterpiece #creative #photooftheday #instaartist #graphic #graphics #artoftheday #ink
B7yM6YIHSUu	2020-01-26 13:23:21	TikTok delete the video of this drawing so I think I did a good job  . . Did a small drawing on a sticky note because this is the first time doing this I did as any person would..... drawing #ahegao.Thank me later . . . #art #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #anime #pen #pencil #manga #artsy #instaart #beautiful #instagood #gallery #comicbook #fanart #masterpiece #creative #photooftheday #instaartist #graphic #graphics #artoftheday #ink
B8BecIznNmv		
B8D8rk9nc76		
B8TyKlQn7R0	2020-02-08 14:23:49	Winter attire  . People keep saying that I only draw myself and that is not true.....myb it is subconsciously but I swear I'm not trying it lol I'm gonna post a valentines drawing soon but I'm not sure when so keep a lookout haha . . . #art #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #anime #pen #pencil #manga #artsy #instaart #beautiful #instagood #gallery #comicbook #fanart #masterpiece #creative #photooftheday #instaartist #graphic #graphics #artoftheday #ink
B8lyppPnRYD	2020-02-15 14:14:23	"War Veteran sketch  . . So I wanted to buy some new papers for drawing and the lady that works there gave me the wrong ones.I politely told her that I wanted the other ones and she said ""oh ok,I thought you wanted these sorry"".She gives me a big ass peace of paper(the wrong one again).She was so sweet so......now I have a big peace of paper.... expect a big drawing next week. . #art #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #anime #pen #pencil #manga #artsy #instaart #beautiful #instagood #gallery #comicbook #fanart #masterpiece #creative #photooftheday #instaartist #graphic #graphics #artoftheday #ink"
B8n9y0aHDqj	2020-02-16 10:30:14	Surprised Cupcake  . . . #art #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #anime #pen #pencil #manga #artsy #instaart #beautiful #instagood #gallery #comicbook #fanart #masterpiece #creative #photooftheday #instaartist #graphic #graphics #artoftheday #ink
B83msDxHlfp	2020-02-22 12:16:11	Not so tasty looking burger  . . I don't really have much time these days so I can't really do big drawings so I post these small/medium ones.Some of them turn out pretty good.Enjoy  . . #art #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #anime #pen #pencil #manga #artsy #instaart #beautiful #instagood #gallery #comicbook #fanart #masterpiece #creative #photooftheday #instaartist #graphic #graphics #artoftheday #ink
B86DaXpHf88	2020-02-23 11:05:40	 . . . #art #illustration #drawing #draw #picture #artist #sketch #sketchbook #paper #anime #pen #pencil #manga #artsy #instaart #beautiful #instagood #gallery #comicbook #fanart #masterpiece #creative #photooftheday #instaartist #graphic #graphics #artoftheday #ink
B843gp3H4Qb		
B8COes-JCH6	2020-02-01 18:44:54	"Feb 1, 2020 and we all like ""I'm good, we good. Let me just grab my legs and arm and we outchea. I'm ready, let's go!"" #coronavirus #2020 #2020iscrazy #mannequin #assemblyrequired #fallingtopieces #getup"
B89yKrTn2tv	2020-02-24 21:55:24	@gypsyking101 vs @bronzebomber #boxing #boxingtraining #boxingday #boxingdaysale #boxingmatch #boxerlife #kikboxing #boxinggear #boxingbag #boxingtime #beatboxing #boxingp4p_news #boxingindonesia  #boxinglegends #boxinglegends #boxinguk #thaiboxing  #boxingworkout #ufcgym #ufcnews #andstill #teammcgregor  #miketyson  #muhammadali #covid_19  #Georgefloyd #karantin #justiceforgeorgefloyd #floydmayweather #mannypacquiao #ufc250
B82yOeSpjnu	2020-02-22 04:37:46	Poznakom'tes' s eshchio odnim moim ekzoticheskim favoritom   Eto Chompu/ Rozovoe iabloko ili Malabarskaia sliva. Frukt obladaet ochen' liogkim (malovyrazhennym) vkusom i aromatom. No zato ochen' sochnyi i otlichno  utoliaet zhazhdu!  Frukt mozhno est' tselikom! net neobkhodimosti udaliat' shkurku ili kostochki.  Ne imeet protivopokazanii (za iskliucheniem individual'noi neperenosimosti)  Obladaet liogkim khvoinym privkusom.  Blizhe k kozhurke plod khrustiashchii i sochnyi, blizhe k seredine bolee miagkii i vatnyi.  Chompu -- eto nezamenimyi pomoshchnik pri prostude.  On toniziruet, snizhaet temperaturu, blagodaria mochegonnomu effektu otlichno vyvodit iz organizma toksiny.  Frukt imeet antibakterial'nye svoistva, chto pomogaet v bor'be s prichinami zabolevaniia. Piure iz frukta rekomenduetsia davat' detiam vo vremia puteshestvii dlia ukrepleniia immuniteta i profilaktiki ORVI.  Reguliarnoe upotreblenie rozovogo iabloka normalizuet rabotu zheludochno- kishechnogo trakta, pomogaet pishchevareniiu, uluchshaet metabolizm. Blagodaria kompleksu vitaminov i mineralov uluchshaetsia sostoianie kozhi i volos, propadaiut priznaki gipertonii na rannei stadii, i ukhodit otechnost'.  Edinstvennyi minus on zhe prichina pochemu ego pochti ne vstretish' na prilavkakh stran gde on ne kul'tiviruetsia - eto korotkii srok khraneniia!  Luchshe vsego frukt upotrebliat' v tot zhe den' chto vy ego kupili. Maksimum na sleduiushchii den' (esli khotite v kholodil'nike). No poprobovat' ego stoit odnoznachno!  A vy probovali Chompu?  kakoi ona vam pokazalas' na vkus? kto-to govorit chto u neio est' tsvetochnyi privkus... ia ne zametila. . .
B88mOQaHbbm	2020-02-24 10:49:02	how to avoid coronavirus [?] Be safe my dear followers   #aranthedog #coronavirus
B8zhzx3F4nt		
B8mMF16Bqvg	2020-02-15 17:56:41	l love Oriflame, my business[?] . . .  #tovsiy@edir@m
B9FA4JYobkY		
B8WGs6-I_NL		
B7zVePLo1QB		
B7c3Qsloesl		
B8zORTlnPIJ	2020-02-20 19:27:18	Siguenos en @aguapanelarevista lo mas actual en entretenimiento, belleza y moda para gente real como tu. Siguenos @aguapanelarevista  @aguapanelarevista  @aguapanelarevista - Pasarela @bongo_latam  En el AGUAPANELA FASHION SUMMER 2020 Pasarela realizada el 30 de enero 2020 En la Ciudad de Panama.  ________ #ApFashionSummer2020 by @stevenspanama presentan la pasarela mas sexy del verano en #Panama y #Centroamerica.  ____________ Disfruta de este encuentro de moda y belleza junto a los mejores cuerpos del verano ___________ UN EVENTO INIGUALABLE LLENO DE MODA, BELLEZA Y MUSICA. __________  Produccion Audiovisual: @stefany.lrb  ___________ UN EVENTO AL MAS PURO #ESTILOAGUAPANELA _____  #modapty #Moda #modapanama #outfits #outfitspty #outfitspanama #fashionstyle #fashionblogger #fashion #blogger #bloggerpty #EstiloAguapanela #Panama #pty #guatemala #quedateencasa #cuarentena #quarantine #covid_19 #coronavirus
B71HI0poLie		
B8671jWhmD5	2020-02-23 19:18:42	Who needs a Hug? #cupidoll #dolls #hugs #fleamarket #sunday #outandabout #sunnyday #spring #naked #nakedpeople #streaking #bareassnaked #bareitall #nudist #bulking #bulkingseason #bloated #covid_19 #coronavirus #affects #socialization #socialanimals #love #simplethings #whatwetakeforgranted #takeforgranted
B7vDnA_pLmu	2020-01-25 08:06:19	#virus #kitai #shok #khaos #china #kazakhstan #kirgiziia #moskva #rossiia #almata #almaty #bishkek #osh #naryn #volgograd #ural'sk #sos #koronavirus #epidemiia #karantin #srochno #novostimoskvy#rossiia #chp #coronavirus #haos #people #pallasovka #saratov #astrakhan' #orenburg
B8PcuOoIXlU	2020-02-06 22:03:10	Rasklad Taro Manara na 3 pozitsii. Rasslab'tes', predstav'te Vashego partnera, zadaite myslennyi vopros emu i vyberite odnu iz 3 pozitsii. S pervoi karty stanet iasno, otklikaetsia Vam dannyi rasklad ili eto ne Vashe.  Blagodariu vsekh za prismotry, laiki i podpiski. Vsekh blag! . . . . . . . . .  #taro #taroonlain #tarobesplatno #tarolog #tarologmoskva #mantika #manara #gadaniebesplatno #gadanieonlain #sledui #podpiskazapodpisku #podpiska #vzaimnyelaiki #vzaimnaiapodpiska #piarigra #piar #dizaininter'era #dizainnogtei #retsepty #puteshestviia #bloger #pranki #dobroeutro #bepokhui #buzova #psikhologiia #schast'e #koronavirus #coronavirus #covid_19
B84uKKOK9tD	2020-02-22 22:40:42	GADANIE NA VOSKE.  Chto segodnia mezhdu nami? Segodnia budet 2 varianta, 2 chashki. Vybiraite na ugad.  1 chashka: Vash Partner daleko ot Vas, vas razdeliaet rasstoianie. Na serdtse u nego tiazhelo, denezhnye problemy u nego, so zdorov'em problemy. Vozmozhno riadom s sem'ei on seichas. K vam u nego iskrennie chuvstva (serdtse vylilos'), stremitsia myslenno k Vam. No ob'ektivnye prichiny meshaiut priekhat'(vizhu gory). Uekhal on vnezapno, eto bylo bol'shim udarom dlia Vas, Vy zakrylis' ot nego, da i ot vsekh tozhe. Khochetsia pobyt' odnoi(odnomu) Vam. Na dushe tiazhelo (kamen'). Razobrat'sia v sebe khotite. Poetomu segodnia mezhdu Vami pauza. Partner priviazan k Vam, somnenii v etom net, a Vot u Vas somneniia na schiot Vashikh chuvstv. Ostyli kak budto, chuvstvuete. Budto oborvalas' sviaz'. No, eto vremennoe iavlenie, ne volnuites'. Prosto zima, prosto ustali. Poterpite do vesny.partner ispravit situatsiiu, popravit zdorov'e i verniotsia k Vam, vmeste s vesennim tioplom. Mesiatsa cherez 1,5-2.  2 chashka: Vash Partner ne svoboden. U nego obiazatel'stva pered drugim chelovekom. K vam on otnositsia kak k prazdniku (buket). S Vami legko i prazdnichno. U mnogikh proigraetsia - tainaia sviaz', kak liubovniki. Zhivet on v odnom s vami gorode, no dostatochno daleko, poetomu priezzhaet v gosti ne chasto. Zhdiote Vy partnera svoego postoianno ( znak beskonechnosti). Rugaetes' i snova mirites' (kacheli). Vot i nedavno Vy snova porugalis' i on ushiol. Molcha stradaete  uzhe neskol'ko dnei (sliozy). Otpustit' ne mozhete situatsiiu, a Partner ne pishet i ne zvonit (trubka telefonnaia). Utrite sliozy svoi, uspokoites'. Zaimites' soboi. Otvlekites'. Sam pridiot bukval'no segodnia-zavtra. Potomu, chto skuchaet sil'no (tianet ruki k vam). Vse budet khorosho, i snova po znaku beskonechnosti vse prodolzhitsia po prezhnemu. .  . . . . . . . . . . . . . . . . . . . .  #gadaniebesplatno #gadanieonlain #gadanie #gadanienavoske #vosk #voskresen'e #coronavirus #koronavirus #podpiskazapodpisku #laiktaim #laikivzaimno #sleduizamnoi #liketime #likeforlikes #likeforfollow #vzaimnyelaiki #vzaimnyepodpiski #laikzalaikvzaimno #piar #piarigra #piarbesplatno #vzaimnyipiar #sleduizamechtoi #sledui #dizain #polet #psikhologiiaotnoshenii #psikhologiialichnosti #liubov' #schast'e
B7e0q9wH0qq		
B7arf_3Av8w	2020-01-17 10:08:52	DAILIES(r) AquaComfort Plus(r) Se voce e usuario de lentes de contato descartaveis diarias, de um upgrade para as novas lentes de contato DAILIES AquaComfort Plus. Possuem umidificantes de tripla acao! PISQUE. As lentes Dailies AquaComfort Plus sao produzidas com uma avancada tecnologia que libera hidratacao a cada piscada REFRESQUE. As lentes Dailies AquaComfort Plus refrescam seus olhos liberando agentes umidificantes cada vez que voce pisca. APROVEITE. As lentes Dailies AquaComfort Plus permanecem hidratadas e confortaveis o dia todo, para que voce possa aproveitar cada momento do seu dia.  Sensacao suave e sedosa durante a colocacao nos olhos Hidrata com cada pestanejar.  Excelente estabilidade da pelicula lacrimal que proporciona uma sensacao de conforto que dura todo o dia . DETALHES: [?]Correcao para: Miopia ou Hipermetropia [?]Graduacao: +6.00 a -10.00 [?]Fabricante: Alcon [?]Curva base: 8.7 [?]Conteudo de agua: 69% [?]Transmissibilidade de oxigenio: 26 Dk [?]Tipo: Gelatinosa (descarte diario) [?]A embalagem contem: 30 lentes do mesmo grau   R$ 122,11 2X  |  R$ 109,90   | 85 3278-7175 | 85 98783-7777 - WhatsApp | 85 99245-9295 - WhatsApp | www.cearalentes.com.br | Enviamos para todo o Brasil  #lentes #miopia #dailies #alcon #1day #Brasil #Fortaleza #Ceara #Maceio #Aracaju #Teresina #Eusebio #aquiraz #Sobral #caucaia #Maracanau #bomdia #cafe #life #chuva #corona #coronavirus #covid_19 #quarentena #isolamentosocial #emcasa #ficaremcasa #promocao #cearalentes
B882a4igfnp	2020-02-24 13:09:51	Untitled. 2020 Ink on paper  15/19.5 cm SOLD
B8zIcpCHWcs		
B8tha9ug4bN		
B8hSxhdH1bg	2020-02-13 20:19:26	Dunyani buruyen Korona virus nedir? . . . . . . . #koronavirus #karonavirus #coronavirus #caronavirus #virus #bakteriya #covid19 #maska #mask #tibbimaska #evdekal #evdeqal #evd@qal #h@yatevd@dir #heyatevdedir
B8MqrL_nBmY	2020-02-05 20:04:08	@ucbucukcafe  OZEL GUNLERINIZ Bizim icin OZELDIR..! @ucbucukcafe  @ucbucukcafe  @ucbucukcafe  @ucbucukcafe  . [?] [?] [?] [?] [?] [?] [?] Sizleride bekleriz  @ucbucukcafe  . .  #tarif  #yemek #yemektarifleri #sunum #anayemek #bugunnepisirsem #aksamanepisirsem  #pratiktarifler  #kolaytatlitarifleri #muhtesemtarifler #lezzetlitariflervesunumlar #enguzeltarifler  #coronavirus #evdehayatvar #fasfood #fellow #aksamyemegi #virus #takipedenitakipederim #evdekal #kucukyali #corona #enguzeltarifler #organizasyon #maltepe #tariflerim #hayatevesigar #saglikbakanligi #oncesaglik
B8UoeXtHHfJ	2020-02-08 22:20:13	@ucbucukcafe  OZEL GUNLERINIZ Bizim icin OZELDIR..! @ucbucukcafe  @ucbucukcafe  @ucbucukcafe  @ucbucukcafe  . [?] [?] [?] [?] [?] [?] [?] Sizleride bekleriz  @ucbucukcafe  . .  #tarif #yemek #yemektarifleri #sunum #anayemek #bugunnepisirsem #aksamanepisirsem  #pratiktarifler  #kolaytatlitarifleri #muhtesemtarifler #lezzetlitariflervesunumlar #enguzeltarifler  #coronavirus #fasfood #aksamyemegi #takipedenitakipederim #evdekal #kucukyali #corona #enguzeltarifler #organizasyon #oncesaglik  #tarif #fasfood #fellow #aksamyemegi #bugunnepisirsem  #iyigeceler #kolaytatlitarifleri #muhtesemtarifler #lezzetlitarifler #corona #enguzeltarifler  #organizasyon #maltepe #pratiktarifler #karadeniz
